wl,FSS99,FSS80,FSS60,FSS40,FSS20,FSS10,FSS5,FSS2
532,94.98406498,82.50158201,66.48614576,53.91377119,10.91784356,5.995182915,1.704385334,3.261436083
533,94.55843782,81.60049325,65.63592605,53.18282224,10.77273682,5.925238824,1.688280771,3.225688197
534,94.32600836,81.22459067,65.32375206,52.91856347,10.70972267,5.891913608,1.675914156,3.205908615
535,94.17434457,80.92262401,64.97935815,52.61251373,10.65150572,5.878606752,1.677644609,3.198696071
536,93.94644996,80.45864127,64.51551791,52.23587311,10.56559728,5.836276026,1.666351392,3.175566961
537,93.86033904,80.22848742,64.24661194,52.00807445,10.51678354,5.815529076,1.659501247,3.162821082
538,93.86446343,80.16122103,64.12620225,51.91777267,10.49404159,5.80789481,1.663080045,3.159622452
539,93.87653856,80.18025534,64.14861323,51.9636263,10.48627273,5.803158995,1.648722415,3.149087627
540,94.09997109,80.61022546,64.57620136,52.30880748,10.54193773,5.829162253,1.651526685,3.16684199
541,94.33334811,81.05287601,64.98124452,52.69311338,10.62872172,5.858269091,1.66662502,3.19670935
542,94.38949292,81.19963058,65.09079741,52.80647083,10.66675163,5.879724411,1.681073717,3.216911236
543,94.27317032,81.06212024,64.93194544,52.66892891,10.65582356,5.857787149,1.678048525,3.215507501
544,93.98480686,80.59854127,64.44711333,52.25099858,10.58873722,5.813195375,1.669224326,3.191393098
545,93.76603167,80.1528638,63.99978926,51.83739323,10.48756786,5.761686379,1.641361085,3.15545446
546,93.60531316,79.89750451,63.79141768,51.65111665,10.44122326,5.745257577,1.638382821,3.143999827
547,93.63369642,79.83018627,63.71238909,51.59126336,10.42647409,5.754960812,1.644054808,3.148803887
548,93.62965287,79.74394201,63.6131565,51.50416949,10.41225327,5.758041776,1.646544497,3.159367149
549,93.56724714,79.65240646,63.50508027,51.38403408,10.41618791,5.752532004,1.651209794,3.155965395
550,93.63071954,79.61582445,63.41722599,51.30144457,10.41063384,5.738996792,1.63973633,3.140784382
551,93.57540557,79.56715348,63.40284942,51.24071467,10.42430251,5.752078353,1.650943703,3.15241489
552,93.56908587,79.56595818,63.41042401,51.23217022,10.4254527,5.764019204,1.649032802,3.151764396
553,93.56913521,79.57432764,63.40142077,51.2582514,10.43452628,5.772009623,1.649439325,3.156341362
554,93.48398686,79.50155802,63.44670731,51.27185133,10.43890647,5.774540792,1.636512825,3.154984065
555,93.55549675,79.54542018,63.43232928,51.29563236,10.4466594,5.742771154,1.619230287,3.138409203
556,93.54453128,79.49604764,63.42821685,51.27367173,10.45842584,5.746967365,1.613839318,3.130840944
557,93.53272755,79.48022861,63.42086444,51.22986653,10.44908576,5.738501577,1.604301719,3.134291454
558,93.48299359,79.48078673,63.3920348,51.19774035,10.44770248,5.746253597,1.60735629,3.131220345
559,93.48000684,79.47507498,63.36770647,51.15725524,10.44152486,5.770878647,1.627433855,3.137157549
560,93.53212733,79.58250433,63.342163,51.14128267,10.43938567,5.769196333,1.635345667,3.132622
561,93.52473381,79.54972515,63.37791445,51.19485774,10.4498204,5.78391575,1.638711553,3.124801326
